region,date,average_temperature,highest_temperature,lowest_temperature,rainfall,humidity,sunshine_duration,weather_condition
四川,2025-02-23,7.2,8.7,5.9,1.1,86.0,0.0,小毛毛雨
天津,2025-02-23,-2.2,2.0,-5.6,0.0,23.0,10.68,多云
宁夏,2025-02-23,-5.4,0.1,-10.1,0.0,16.0,10.03,多云
安徽,2025-02-23,6.0,9.9,3.2,0.2,73.0,7.48,小毛毛雨
山东,2025-02-23,-1.0,2.1,-3.5,0.0,26.0,10.93,局部多云
山西,2025-02-23,-3.5,1.8,-8.2,0.0,27.0,10.62,晴天
广东,2025-02-23,14.0,17.1,10.9,0.2,63.0,4.09,小毛毛雨
广西,2025-02-23,12.5,15.4,10.7,3.3,76.0,0.3,大毛毛雨
新疆,2025-02-23,-11.1,-7.8,-13.4,0.0,90.0,8.51,多云
江苏,2025-02-23,4.6,8.4,2.3,1.3,80.0,5.69,小毛毛雨
江西,2025-02-23,7.2,10.8,4.9,0.0,73.0,9.34,多云
河北,2025-02-23,0.5,4.7,-3.4,0.0,19.0,10.56,多云
河南,2025-02-23,1.7,5.2,-0.9,0.0,51.0,8.98,多云
浙江,2025-02-23,5.3,8.4,2.8,0.2,78.0,4.04,小毛毛雨
海南,2025-02-23,19.2,20.5,18.0,0.3,84.0,3.37,小毛毛雨
湖北,2025-02-23,6.6,11.3,3.2,0.0,69.0,9.12,多云
湖南,2025-02-23,7.5,10.6,5.6,0.9,78.0,0.0,小毛毛雨
甘肃,2025-02-23,-0.5,3.3,-3.4,0.0,44.0,6.96,多云
福建,2025-02-23,10.3,12.9,8.3,1.6,77.0,3.35,中毛毛雨
西藏,2025-02-23,0.2,4.8,-3.4,0.6,42.0,10.02,中雪
贵州,2025-02-23,2.4,6.4,0.3,1.5,85.0,0.22,小毛毛雨
辽宁,2025-02-23,-9.6,-4.0,-14.7,0.0,46.0,10.0,晴天
重庆,2025-02-23,9.5,11.6,7.9,0.0,73.0,0.0,多云
陕西,2025-02-23,3.5,7.9,0.1,0.0,46.0,8.32,多云
青海,2025-02-23,-4.1,2.3,-8.3,0.2,56.0,10.75,小雪
黑龙江,2025-02-23,-14.7,-7.4,-21.6,0.0,77.0,10.02,多云
上海,2025-02-24,4.0,8.3,-0.4,0.0,65.0,10.63,大部晴朗
云南,2025-02-24,11.8,17.2,8.1,4.25,78.0,8.33,中毛毛雨
内蒙古,2025-02-24,-7.3,0.9,-13.8,0.0,24.0,10.36,多云
北京,2025-02-24,1.5,7.6,-4.6,0.0,19.0,10.31,多云
吉林,2025-02-24,-5.0,1.0,-11.2,0.0,42.0,10.11,晴天
四川,2025-02-24,6.5,8.5,5.2,1.6,89.0,0.0,中毛毛雨
天津,2025-02-24,1.0,8.4,-4.6,0.0,26.0,10.67,多云
宁夏,2025-02-24,-2.5,4.8,-8.2,0.0,21.0,7.69,多云
安徽,2025-02-24,3.7,8.4,-1.9,0.0,52.0,11.0,多云
山东,2025-02-24,2.4,7.8,-2.7,0.0,19.0,10.76,多云
山西,2025-02-24,-0.8,4.8,-5.7,0.0,26.0,9.71,多云
广东,2025-02-24,13.6,19.9,7.9,0.0,59.0,11.0,多云
广西,2025-02-24,11.8,15.4,9.6,0.0,70.0,0.23,多云
新疆,2025-02-24,-13.0,-11.4,-14.9,0.0,81.0,9.5,多云
江苏,2025-02-24,3.6,8.7,-1.4,0.0,57.0,10.91,多云
江西,2025-02-24,7.3,11.1,3.8,0.0,66.0,11.0,多云
河北,2025-02-24,2.6,10.3,-3.4,0.0,24.0,10.49,多云
河南,2025-02-24,4.0,9.6,-1.5,0.0,47.0,10.13,多云
浙江,2025-02-24,5.4,9.6,1.2,0.2,64.0,10.84,小毛毛雨
海南,2025-02-24,17.5,18.3,16.6,0.0,76.0,2.29,多云
湖北,2025-02-24,6.5,11.0,1.6,1.0,64.0,10.13,小雪
湖南,2025-02-24,7.7,12.8,2.9,0.0,71.0,7.1,多云
甘肃,2025-02-24,0.0,4.6,-4.1,0.7,65.0,6.79,小雪
福建,2025-02-24,9.4,12.5,7.5,0.0,64.0,10.49,多云
西藏,2025-02-24,-0.8,3.3,-4.6,0.4,44.0,10.35,小雪
贵州,2025-02-24,3.2,9.2,-0.8,0.6,84.0,1.85,小毛毛雨
辽宁,2025-02-24,-3.6,4.9,-10.9,0.0,46.0,10.0,晴天
重庆,2025-02-24,9.1,11.4,7.3,0.1,70.0,0.04,小毛毛雨
陕西,2025-02-24,1.7,5.2,-1.5,0.0,56.0,2.14,多云
青海,2025-02-24,-2.6,3.0,-5.6,0.5,55.0,8.97,小雪
黑龙江,2025-02-24,-7.7,-1.4,-13.2,0.0,66.0,10.2,多云
上海,2025-02-25,5.6,8.6,1.9,0.0,66.0,0.0,多云
云南,2025-02-25,13.1,19.1,8.9,0.9,65.0,10.0,小毛毛雨
内蒙古,2025-02-25,-5.5,3.1,-12.4,0.0,25.0,10.34,大部晴朗
北京,2025-02-25,4.8,9.1,-0.9,0.0,17.0,10.96,多云
吉林,2025-02-25,-3.4,0.3,-7.8,0.0,37.0,10.18,多云
四川,2025-02-25,8.2,14.1,3.5,0.1,79.0,8.95,小毛毛雨
天津,2025-02-25,2.9,9.6,-2.1,0.0,34.0,10.83,多云
宁夏,2025-02-25,-0.3,8.2,-6.2,0.0,32.0,10.17,多云
安徽,2025-02-25,7.2,12.4,4.5,0.0,61.0,2.76,多云
山东,2025-02-25,7.3,13.4,2.5,0.0,27.0,10.58,多云
山西,2025-02-25,2.2,8.4,-2.1,0.0,32.0,10.76,多云
广东,2025-02-25,14.4,16.2,12.9,4.25,82.0,1.0,中毛毛雨
广西,2025-02-25,12.1,15.1,10.4,4.25,86.0,0.0,小毛毛雨
新疆,2025-02-25,-11.3,-7.0,-15.4,0.0,68.0,10.42,多云
江苏,2025-02-25,6.3,10.2,3.8,0.0,63.0,2.28,多云
江西,2025-02-25,9.1,12.5,6.7,1.4,76.0,2.0,小毛毛雨
河北,2025-02-25,7.2,14.4,0.3,0.0,27.0,10.71,多云
河南,2025-02-25,9.2,15.6,3.2,0.0,36.0,10.0,多云
浙江,2025-02-25,6.5,10.9,3.4,0.1,71.0,0.07,小毛毛雨
海南,2025-02-25,18.6,20.1,17.8,1.7,83.0,0.0,小毛毛雨
湖北,2025-02-25,8.4,12.4,6.3,0.2,72.0,6.0,小毛毛雨
湖南,2025-02-25,8.1,12.8,5.4,1.6,77.0,3.04,中毛毛雨
甘肃,2025-02-25,1.4,11.0,-4.1,0.0,53.0,10.85,多云
福建,2025-02-25,11.7,17.2,6.2,0.1,72.0,10.29,小毛毛雨
西藏,2025-02-25,-1.7,2.7,-4.4,0.2,40.0,10.5,小雪
贵州,2025-02-25,4.4,8.9,0.8,1.1,80.0,2.53,小毛毛雨
辽宁,2025-02-25,-0.1,4.1,-3.8,0.0,37.0,10.0,大部晴朗
重庆,2025-02-25,8.6,11.4,6.5,0.2,77.0,0.92,小毛毛雨
陕西,2025-02-25,6.0,13.4,0.3,0.0,51.0,10.08,多云
青海,2025-02-25,-0.9,6.7,-6.9,0.0,46.0,10.98,多云
黑龙江,2025-02-25,-6.0,-3.5,-9.6,0.2,70.0,8.69,小雪
上海,2025-02-26,8.1,14.4,3.0,0.0,63.0,8.87,多云
云南,2025-02-26,12.5,18.6,6.8,1.1,56.0,10.05,小毛毛雨
内蒙古,2025-02-26,-2.7,6.1,-9.9,0.0,23.0,10.42,晴天
北京,2025-02-26,3.8,9.9,-1.8,0.0,21.0,10.97,晴天
吉林,2025-02-26,-4.3,2.7,-11.5,0.0,32.0,10.26,多云
四川,2025-02-26,9.1,14.1,4.4,0.5,77.0,9.72,小毛毛雨
天津,2025-02-26,1.9,10.5,-3.5,0.0,44.0,10.9,晴天
宁夏,2025-02-26,0.0,8.3,-5.8,0.0,34.0,10.17,大部晴朗
安徽,2025-02-26,8.6,14.2,2.5,0.0,69.0,10.6,多云
山东,2025-02-26,10.3,16.5,3.8,0.0,29.0,10.98,晴天
山西,2025-02-26,2.9,9.8,-3.0,0.0,31.0,9.83,多云
广东,2025-02-26,14.9,19.3,12.1,4.25,87.0,1.07,小雨
广西,2025-02-26,12.4,14.1,11.4,4.25,89.0,0.0,中雨
新疆,2025-02-26,-8.7,-2.9,-15.1,0.0,73.0,10.23,多云
江苏,2025-02-26,8.6,15.2,2.9,0.0,65.0,9.74,多云
江西,2025-02-26,9.6,12.9,6.0,3.6,81.0,2.21,中雨
河北,2025-02-26,6.2,13.9,-0.4,0.0,30.0,10.67,多云
河南,2025-02-26,9.8,17.1,-0.4,0.0,41.0,10.95,多云
浙江,2025-02-26,8.1,14.2,2.5,0.0,73.0,9.61,多云
海南,2025-02-26,18.6,19.1,18.0,0.8,89.0,0.0,小毛毛雨
湖北,2025-02-26,9.2,14.2,4.4,0.5,73.0,10.35,中毛毛雨
湖南,2025-02-26,9.5,14.8,4.6,0.2,80.0,7.06,小毛毛雨
甘肃,2025-02-26,2.1,11.6,-3.6,0.0,49.0,10.87,局部多云
福建,2025-02-26,13.0,16.2,11.1,0.4,79.0,4.56,小毛毛雨
西藏,2025-02-26,-0.4,5.8,-5.1,0.0,20.0,11.34,局部多云
贵州,2025-02-26,6.1,11.7,3.1,4.25,83.0,1.69,中雨
辽宁,2025-02-26,-0.9,5.1,-7.0,0.0,33.0,10.05,晴天
重庆,2025-02-26,9.2,14.9,4.8,0.7,79.0,9.11,小毛毛雨
陕西,2025-02-26,6.2,14.6,-1.8,0.0,57.0,10.15,大部晴朗
青海,2025-02-26,0.2,9.6,-7.5,0.0,23.0,10.0,多云
黑龙江,2025-02-26,-9.4,-2.0,-15.1,0.0,69.0,9.05,多云
上海,2025-02-27,11.2,17.0,7.6,2.0,77.0,3.7,小雨
云南,2025-02-27,14.4,22.4,6.6,0.0,30.0,11.03,局部多云
内蒙古,2025-02-27,-0.7,7.7,-7.8,0.0,30.0,10.58,晴天
北京,2025-02-27,5.9,12.6,-0.4,0.0,30.0,10.99,晴天
吉林,2025-02-27,2.9,8.7,-3.4,0.0,52.0,10.34,晴天
四川,2025-02-27,10.2,14.1,7.3,0.0,79.0,2.57,多云
天津,2025-02-27,6.1,14.4,-1.0,0.0,61.0,10.89,多云
宁夏,2025-02-27,1.4,10.4,-4.7,0.0,32.0,10.24,局部多云
安徽,2025-02-27,12.7,18.6,7.5,0.4,70.0,10.47,小毛毛雨
山东,2025-02-27,12.4,17.4,7.9,0.0,45.0,11.0,多云
山西,2025-02-27,4.9,12.0,0.0,0.0,49.0,10.86,多云
广东,2025-02-27,17.9,22.9,13.9,0.3,80.0,8.13,小毛毛雨
广西,2025-02-27,15.6,20.9,12.1,1.1,90.0,0.97,小毛毛雨
新疆,2025-02-27,-4.2,-1.1,-7.5,0.5,79.0,0.0,小雪
江苏,2025-02-27,11.6,18.1,5.7,0.3,67.0,8.0,小毛毛雨
江西,2025-02-27,13.3,20.3,9.2,4.25,83.0,7.06,中雨
河北,2025-02-27,8.3,16.0,0.7,0.0,32.0,10.6,多云
河南,2025-02-27,12.0,18.1,6.0,0.0,56.0,10.79,多云
浙江,2025-02-27,12.7,20.6,6.8,1.7,77.0,7.41,小雨
海南,2025-02-27,20.2,23.3,16.6,0.0,89.0,5.68,多云
湖北,2025-02-27,13.0,19.7,7.7,0.0,74.0,10.84,多云
湖南,2025-02-27,14.8,22.4,8.9,3.7,78.0,10.66,小雨
甘肃,2025-02-27,3.7,13.2,-2.3,0.0,44.0,10.69,多云
福建,2025-02-27,14.4,20.0,11.5,0.7,81.0,6.1,中毛毛雨
西藏,2025-02-27,3.3,9.6,-1.7,0.6,29.0,10.55,中雪
贵州,2025-02-27,11.1,20.4,4.2,0.0,80.0,8.48,多云
辽宁,2025-02-27,4.8,11.3,-0.2,0.0,53.0,10.02,晴天
重庆,2025-02-27,11.5,18.5,5.3,0.0,74.0,10.59,多云
陕西,2025-02-27,8.7,17.1,0.6,0.0,65.0,9.62,多云
青海,2025-02-27,2.1,11.1,-3.9,0.0,28.0,11.0,多云
黑龙江,2025-02-27,-1.7,4.9,-11.6,0.0,62.0,10.05,多云
上海,2025-02-28,12.5,20.1,7.3,0.0,88.0,7.06,多云
云南,2025-02-28,15.5,22.0,8.6,0.0,36.0,11.09,晴天
内蒙古,2025-02-28,0.6,8.2,-5.2,0.0,35.0,10.65,多云
北京,2025-02-28,8.7,16.5,0.8,0.0,26.0,11.0,多云
吉林,2025-02-28,4.2,9.3,0.1,0.0,66.0,10.32,多云
四川,2025-02-28,10.6,18.2,4.7,0.0,79.0,10.15,多云
天津,2025-02-28,6.9,16.2,-0.8,0.0,64.0,10.88,多云
宁夏,2025-02-28,2.2,10.9,-4.9,0.0,36.0,10.23,多云
安徽,2025-02-28,15.2,20.9,8.7,0.2,82.0,10.25,小毛毛雨
山东,2025-02-28,15.2,21.4,10.1,0.0,49.0,9.67,多云
山西,2025-02-28,5.2,13.7,-1.8,0.0,47.0,8.88,多云
广东,2025-02-28,19.7,26.4,14.1,0.0,80.0,9.0,多云
广西,2025-02-28,19.8,24.4,16.4,0.2,85.0,6.88,小毛毛雨
新疆,2025-02-28,-5.2,-2.3,-8.6,0.0,91.0,5.63,多云
江苏,2025-02-28,14.2,19.9,7.9,0.0,79.0,9.44,多云
江西,2025-02-28,16.7,24.2,9.6,0.0,82.0,11.0,多云
河北,2025-02-28,10.3,19.0,1.0,0.0,34.0,10.12,多云
河南,2025-02-28,14.1,21.0,6.9,0.0,62.0,9.04,多云
浙江,2025-02-28,14.9,24.9,7.5,0.0,82.0,10.76,多云
海南,2025-02-28,22.2,27.2,18.3,0.0,81.0,9.43,多云
湖北,2025-02-28,16.0,21.7,11.9,2.4,84.0,4.32,中毛毛雨
湖南,2025-02-28,18.3,24.2,13.1,0.5,80.0,6.85,小毛毛雨
甘肃,2025-02-28,4.0,14.1,-2.3,0.3,46.0,10.49,小雪
福建,2025-02-28,16.8,25.1,11.5,0.0,86.0,11.0,多云
西藏,2025-02-28,4.4,10.8,-2.8,0.0,44.0,11.4,多云
贵州,2025-02-28,13.4,20.3,9.8,0.6,83.0,6.78,小毛毛雨
辽宁,2025-02-28,6.6,13.0,2.8,0.0,71.0,10.01,多云
重庆,2025-02-28,13.6,17.5,10.9,0.0,71.0,7.51,多云
陕西,2025-02-28,10.2,17.1,4.1,0.2,63.0,7.65,小毛毛雨
青海,2025-02-28,3.2,13.0,-3.3,0.0,44.0,10.82,多云
黑龙江,2025-02-28,-0.3,3.2,-6.2,0.0,66.0,10.6,多云
上海,2025-03-01,20.5,28.6,13.9,0.0,67.0,10.3,多云
云南,2025-03-01,16.1,22.4,9.6,0.0,40.0,11.0,多云
内蒙古,2025-03-01,4.6,11.1,0.1,0.0,40.0,7.54,多云
北京,2025-03-01,10.2,16.8,4.4,0.2,56.0,10.95,小毛毛雨
吉林,2025-03-01,-2.3,-0.4,-7.2,0.2,49.0,0.0,小雪
四川,2025-03-01,11.4,16.8,6.3,0.7,79.0,7.04,中毛毛雨
天津,2025-03-01,6.9,16.4,0.7,0.0,81.0,10.53,多云
宁夏,2025-03-01,4.6,12.6,-2.2,0.8,52.0,7.02,中雪
安徽,2025-03-01,20.4,25.8,14.8,0.0,70.0,10.23,多云
山东,2025-03-01,14.9,19.3,11.1,3.1,71.0,7.53,大毛毛雨
山西,2025-03-01,8.0,15.8,1.5,0.0,57.0,9.25,多云
广东,2025-03-01,22.0,26.9,18.3,0.3,80.0,6.82,小毛毛雨
广西,2025-03-01,20.9,26.4,17.1,0.3,83.0,7.05,小毛毛雨
新疆,2025-03-01,-5.1,-2.8,-7.7,0.4,90.0,3.21,小雪
江苏,2025-03-01,19.5,26.4,14.1,0.0,69.0,9.67,多云
江西,2025-03-01,20.4,26.4,15.1,0.0,73.0,8.28,多云
河北,2025-03-01,12.1,19.0,4.6,0.8,45.0,9.29,中毛毛雨
河南,2025-03-01,15.4,19.2,10.4,1.4,75.0,3.22,中毛毛雨
浙江,2025-03-01,18.5,27.0,10.9,0.0,76.0,10.75,多云
海南,2025-03-01,22.9,27.0,19.6,0.0,84.0,8.82,多云
湖北,2025-03-01,19.7,25.5,14.9,0.9,79.0,9.74,小毛毛雨
湖南,2025-03-01,21.6,26.3,16.2,0.0,70.0,9.4,多云
甘肃,2025-03-01,2.4,6.5,-1.8,0.5,58.0,1.0,小雪
福建,2025-03-01,18.9,26.4,14.5,0.0,86.0,8.49,多云
西藏,2025-03-01,5.2,10.8,0.2,0.1,29.0,11.21,小雪
贵州,2025-03-01,16.9,25.3,12.1,0.0,78.0,9.03,多云
辽宁,2025-03-01,3.1,9.0,-2.7,0.0,77.0,4.48,多云
重庆,2025-03-01,13.2,16.2,10.6,0.2,83.0,2.63,小毛毛雨
陕西,2025-03-01,11.9,19.9,5.2,0.4,69.0,9.0,小毛毛雨
青海,2025-03-01,1.6,5.6,-2.5,0.0,55.0,6.91,多云
黑龙江,2025-03-01,-8.6,-4.9,-13.7,0.0,66.0,5.37,多云
上海,2025-03-02,21.8,29.4,15.4,0.2,66.0,10.58,小毛毛雨
云南,2025-03-02,15.9,21.5,10.9,1.2,40.0,11.0,中毛毛雨
内蒙古,2025-03-02,3.1,7.7,-0.1,0.5,44.0,7.82,小雪
北京,2025-03-02,5.6,9.1,2.5,3.3,45.0,4.7,中雪
吉林,2025-03-02,-6.4,-2.5,-9.9,0.0,24.0,9.52,多云
四川,2025-03-02,13.5,19.1,9.8,1.8,79.0,4.32,中毛毛雨
天津,2025-03-02,3.1,6.2,-0.1,0.3,31.0,0.3,小雪
宁夏,2025-03-02,1.0,3.3,-0.6,4.25,84.0,0.0,中雪
安徽,2025-03-02,18.7,27.0,6.7,4.25,74.0,5.73,中雨
山东,2025-03-02,2.5,12.9,-1.3,4.25,91.0,0.0,大雪
山西,2025-03-02,3.7,8.1,0.8,4.25,78.0,0.66,小雪
广东,2025-03-02,23.8,29.3,20.4,0.3,80.0,8.0,小毛毛雨
广西,2025-03-02,22.8,29.8,19.4,0.0,82.0,8.34,多云
新疆,2025-03-02,-5.2,-2.3,-8.9,0.5,88.0,10.36,小雪
江苏,2025-03-02,19.2,28.2,7.7,4.25,74.0,6.85,大雨
江西,2025-03-02,21.7,28.0,16.8,1.2,75.0,10.95,大毛毛雨
河北,2025-03-02,4.6,11.4,2.8,4.25,80.0,0.0,中雨
河南,2025-03-02,6.7,13.4,2.0,4.25,88.0,0.0,中雨
浙江,2025-03-02,21.6,30.1,13.4,0.0,69.0,10.09,多云
海南,2025-03-02,24.6,30.1,21.1,0.0,82.0,10.94,多云
湖北,2025-03-02,17.2,24.0,6.9,4.25,77.0,1.39,中雨
湖南,2025-03-02,21.9,29.3,15.1,3.4,72.0,10.0,中雨
甘肃,2025-03-02,1.2,5.0,-2.0,1.3,66.0,3.84,中雪
福建,2025-03-02,21.3,28.9,15.1,0.6,84.0,8.24,小毛毛雨
西藏,2025-03-02,2.7,8.2,-2.4,0.4,32.0,11.08,小雪
贵州,2025-03-02,16.9,25.4,13.6,4.25,77.0,10.66,中雨
辽宁,2025-03-02,-2.3,1.2,-4.8,0.0,29.0,4.29,多云
重庆,2025-03-02,15.3,19.9,11.1,1.3,77.0,6.73,中毛毛雨
陕西,2025-03-02,9.3,11.0,7.2,4.25,76.0,0.0,小雨
青海,2025-03-02,-1.3,3.5,-4.5,0.5,61.0,6.93,小雪
黑龙江,2025-03-02,-12.8,-5.5,-19.0,0.0,58.0,10.74,局部多云
上海,2025-03-03,10.1,14.4,8.4,4.25,80.0,0.53,小雨
云南,2025-03-03,15.5,21.0,10.9,0.1,41.0,11.07,小毛毛雨
内蒙古,2025-03-03,0.7,3.6,-0.8,2.5,52.0,0.23,中雪
北京,2025-03-03,4.2,7.6,-0.2,0.0,19.0,7.08,多云
吉林,2025-03-03,-5.0,0.2,-10.6,0.0,27.0,10.64,多云
四川,2025-03-03,12.8,18.2,9.1,1.6,76.0,6.69,中毛毛雨
天津,2025-03-03,2.7,7.8,-2.2,0.0,20.0,7.91,多云
宁夏,2025-03-03,1.0,6.4,-2.7,0.8,82.0,8.76,中雪
安徽,2025-03-03,5.4,6.8,2.7,4.25,87.0,0.0,小雨
山东,2025-03-03,-0.9,1.6,-3.7,0.3,77.0,5.62,小雪
山西,2025-03-03,-0.1,0.6,-1.6,0.1,59.0,0.0,小雪
广东,2025-03-03,21.8,25.8,19.9,4.25,91.0,2.71,中雨
广西,2025-03-03,23.6,30.7,18.7,0.4,82.0,9.5,小毛毛雨
新疆,2025-03-03,-6.9,-4.2,-9.6,0.0,92.0,6.78,多云
江苏,2025-03-03,6.3,7.3,4.7,4.25,88.0,0.0,中雨
江西,2025-03-03,11.1,16.5,7.2,4.25,82.0,1.57,中雨
河北,2025-03-03,2.9,6.0,0.5,0.0,54.0,1.3,多云
河南,2025-03-03,1.6,2.8,-0.1,4.2,59.0,0.0,中雪
浙江,2025-03-03,10.9,17.6,8.2,4.25,80.0,0.94,中雨
海南,2025-03-03,24.6,28.7,22.1,0.0,83.0,10.36,多云
湖北,2025-03-03,4.3,6.8,1.2,4.25,85.0,0.0,中雨
湖南,2025-03-03,7.2,12.4,4.0,4.25,83.0,0.0,中雨
甘肃,2025-03-03,2.0,10.5,-3.2,0.0,67.0,10.95,多云
福建,2025-03-03,21.5,29.8,15.9,4.25,87.0,7.21,大雨
西藏,2025-03-03,4.3,14.0,-3.7,0.0,20.0,11.49,多云
贵州,2025-03-03,12.2,18.5,7.0,0.7,69.0,10.96,中毛毛雨
辽宁,2025-03-03,-1.2,3.8,-5.3,0.0,26.0,10.21,多云
重庆,2025-03-03,12.6,15.2,10.9,4.25,82.0,0.56,中雨
陕西,2025-03-03,4.5,7.2,1.9,4.25,87.0,0.0,小雨
青海,2025-03-03,-0.1,7.7,-5.3,0.0,63.0,10.1,多云
黑龙江,2025-03-03,-9.9,-1.4,-17.3,0.0,52.0,10.77,多云
上海,2025-03-04,7.4,8.4,6.4,4.25,85.0,0.0,中雨
云南,2025-03-04,15.7,22.0,9.9,0.0,33.0,11.13,晴天
内蒙古,2025-03-04,0.0,3.8,-2.2,1.5,83.0,9.0,中雪
北京,2025-03-04,4.9,8.9,0.6,0.0,29.0,9.79,多云
吉林,2025-03-04,-2.3,2.1,-6.2,0.0,27.0,0.85,多云
四川,2025-03-04,11.6,14.6,9.1,3.7,80.0,4.91,小雨
天津,2025-03-04,2.9,8.3,-1.8,0.0,39.0,10.22,多云
宁夏,2025-03-04,1.2,7.6,-3.8,0.0,77.0,10.19,多云
安徽,2025-03-04,4.3,6.4,2.5,0.4,83.0,0.0,小毛毛雨
山东,2025-03-04,-0.4,3.6,-4.6,0.8,80.0,9.0,小雪
山西,2025-03-04,1.0,6.2,-3.0,0.0,61.0,9.43,多云
广东,2025-03-04,19.0,22.5,15.9,4.25,89.0,0.62,大毛毛雨
广西,2025-03-04,19.9,22.8,14.4,1.8,81.0,2.16,中毛毛雨
新疆,2025-03-04,-4.4,-2.0,-7.6,0.4,86.0,2.7,小雪
江苏,2025-03-04,5.2,7.1,3.2,1.2,83.0,0.0,中毛毛雨
江西,2025-03-04,6.1,7.2,4.8,3.6,79.0,0.81,小雨
河北,2025-03-04,3.3,8.1,-2.3,0.0,57.0,10.23,多云
河南,2025-03-04,2.3,6.3,-1.8,0.0,70.0,3.04,多云
浙江,2025-03-04,8.0,11.1,5.6,4.1,76.0,4.23,小雨
海南,2025-03-04,25.7,30.5,23.1,0.0,81.0,10.94,局部多云
湖北,2025-03-04,4.0,7.7,0.8,0.0,76.0,0.7,多云
湖南,2025-03-04,4.0,6.1,2.3,4.25,78.0,1.56,中雨
甘肃,2025-03-04,2.9,11.3,-3.2,0.0,62.0,9.47,多云
福建,2025-03-04,16.0,20.5,13.1,4.25,93.0,1.02,大雨
西藏,2025-03-04,7.4,16.2,0.1,0.0,20.0,11.52,晴天
贵州,2025-03-04,7.1,12.4,3.8,3.6,81.0,5.08,小雨
辽宁,2025-03-04,0.5,3.8,-1.9,0.0,46.0,0.21,多云
重庆,2025-03-04,12.3,16.2,10.1,4.25,84.0,3.5,小雨
陕西,2025-03-04,4.0,8.9,1.0,0.4,74.0,6.73,小雪
青海,2025-03-04,1.1,10.0,-5.7,0.0,57.0,10.04,多云
黑龙江,2025-03-04,-6.3,-0.6,-11.7,0.0,54.0,5.87,多云
上海,2025-03-05,6.9,9.1,5.4,0.0,76.0,0.68,多云
云南,2025-03-05,15.6,22.0,8.9,0.0,36.0,11.12,大部晴朗
内蒙古,2025-03-05,-0.4,4.6,-4.3,0.0,59.0,10.66,多云
北京,2025-03-05,5.4,11.4,-1.2,0.0,40.0,10.84,多云
吉林,2025-03-05,-0.2,4.2,-3.7,0.0,41.0,9.56,多云
四川,2025-03-05,10.3,11.1,9.2,4.25,92.0,0.0,大毛毛雨
天津,2025-03-05,3.1,10.6,-2.8,0.0,69.0,9.22,多云
宁夏,2025-03-05,0.9,6.8,-2.7,0.0,73.0,6.05,多云
安徽,2025-03-05,6.1,8.9,2.8,0.2,76.0,0.72,小毛毛雨
山东,2025-03-05,1.2,8.3,-5.2,0.0,70.0,11.0,多云
山西,2025-03-05,2.7,9.1,-1.9,1.2,68.0,10.0,中雪
广东,2025-03-05,13.8,15.5,11.2,4.25,86.0,0.0,中雨
广西,2025-03-05,13.4,16.0,9.9,1.3,77.0,0.24,中毛毛雨
新疆,2025-03-05,-3.1,-0.5,-4.8,1.9,92.0,8.88,小雪
江苏,2025-03-05,6.7,9.2,4.8,0.0,74.0,2.89,多云
江西,2025-03-05,6.7,8.6,5.7,4.25,84.0,0.0,小雨
河北,2025-03-05,4.7,12.6,-2.8,0.0,70.0,9.82,多云
河南,2025-03-05,4.9,11.1,-1.4,0.0,76.0,9.37,多云
浙江,2025-03-05,7.6,10.9,5.8,0.8,73.0,0.6,小毛毛雨
海南,2025-03-05,26.5,32.4,23.0,0.9,81.0,10.0,中毛毛雨
湖北,2025-03-05,5.3,9.6,1.2,0.0,75.0,4.0,多云
湖南,2025-03-05,4.8,5.9,4.1,4.25,88.0,0.0,小雨
甘肃,2025-03-05,2.3,6.1,-0.2,0.5,58.0,0.0,小雪
福建,2025-03-05,12.0,14.3,10.0,4.25,83.0,1.14,小雨
西藏,2025-03-05,6.2,12.0,0.9,0.0,16.0,11.55,多云
贵州,2025-03-05,4.2,9.4,1.2,1.9,85.0,0.43,小毛毛雨
辽宁,2025-03-05,1.1,5.5,-1.9,0.0,53.0,10.13,多云
重庆,2025-03-05,10.2,11.1,9.1,4.25,86.0,0.0,大毛毛雨
陕西,2025-03-05,5.9,11.6,0.6,0.0,73.0,7.21,多云
青海,2025-03-05,-1.6,1.0,-4.2,1.1,67.0,2.87,小雪
黑龙江,2025-03-05,-3.4,2.1,-7.7,0.0,63.0,9.44,多云
上海,2025-03-06,6.9,10.4,4.8,0.3,70.0,9.89,小毛毛雨
云南,2025-03-06,9.4,15.1,4.7,4.25,68.0,1.91,中雨
内蒙古,2025-03-06,-1.5,4.8,-7.9,0.0,51.0,10.94,多云
北京,2025-03-06,7.4,12.1,1.0,0.0,28.0,10.66,多云
吉林,2025-03-06,-1.4,2.7,-4.7,0.0,54.0,10.8,多云
四川,2025-03-06,8.7,9.9,7.4,3.4,86.0,0.0,中毛毛雨
天津,2025-03-06,5.3,11.6,-1.2,0.0,40.0,11.0,多云
宁夏,2025-03-06,0.6,6.2,-4.3,0.1,60.0,6.93,小雪
安徽,2025-03-06,7.7,12.6,3.2,0.0,65.0,10.81,多云
山东,2025-03-06,4.8,10.6,-1.4,0.0,60.0,11.0,多云
山西,2025-03-06,2.8,7.8,-2.0,0.0,52.0,10.38,多云
广东,2025-03-06,12.2,16.2,9.6,1.6,72.0,3.29,中毛毛雨
广西,2025-03-06,11.4,13.1,9.9,0.6,68.0,0.08,小毛毛雨
