region,date,average_temperature,highest_temperature,lowest_temperature,rainfall,humidity,sunshine_duration,weather_condition
云南,2025-07-26,18.0,21.0,16.6,4.25,92.0,0.0,中雨
内蒙古,2025-07-26,21.0,22.8,19.7,4.25,96.0,0.0,中雨
北京,2025-07-26,29.0,32.9,25.0,0.3,80.0,10.71,小毛毛雨
吉林,2025-07-26,24.0,25.2,22.9,4.25,92.0,0.0,中雨
四川,2025-07-26,26.5,31.2,23.6,4.25,87.0,7.46,中雨
天津,2025-07-26,29.8,34.5,26.8,0.0,75.0,11.53,多云
宁夏,2025-07-26,24.6,30.1,19.4,0.3,77.0,12.13,小毛毛雨
安徽,2025-07-26,31.0,34.8,27.4,0.9,66.0,11.26,小毛毛雨
山东,2025-07-26,29.8,34.3,25.5,0.0,68.0,12.75,大部晴朗
山西,2025-07-26,26.4,31.5,22.3,2.9,78.0,11.37,大毛毛雨
广东,2025-07-26,29.5,34.7,25.0,1.1,79.0,13.0,中毛毛雨
广西,2025-07-26,29.2,33.7,25.3,0.4,82.0,12.25,小毛毛雨
新疆,2025-07-26,31.3,37.5,24.5,0.0,21.0,12.21,多云
江苏,2025-07-26,30.3,34.4,27.0,1.3,69.0,12.7,小毛毛雨
江西,2025-07-26,29.9,33.0,26.8,4.25,76.0,10.14,小雨
河北,2025-07-26,29.2,34.2,24.8,0.0,79.0,10.08,多云
河南,2025-07-26,31.2,35.8,26.2,0.0,64.0,12.21,大部晴朗
浙江,2025-07-26,27.6,31.5,25.2,4.25,88.0,5.51,中雨
海南,2025-07-26,27.8,30.7,25.7,1.6,88.0,12.65,中毛毛雨
湖北,2025-07-26,32.6,37.2,28.6,1.2,60.0,10.65,中毛毛雨
湖南,2025-07-26,30.8,35.5,27.0,0.6,69.0,12.99,小毛毛雨
甘肃,2025-07-26,24.3,32.0,16.8,0.0,66.0,13.08,多云
福建,2025-07-26,27.9,30.5,26.8,4.25,90.0,2.44,大雨
西藏,2025-07-26,19.9,27.2,12.4,0.0,47.0,12.74,多云
贵州,2025-07-26,22.3,28.0,18.6,4.25,84.0,10.05,小雨
辽宁,2025-07-26,27.6,31.9,23.3,0.0,74.0,8.55,多云
重庆,2025-07-26,31.2,36.1,26.8,0.0,73.0,11.85,多云
陕西,2025-07-26,33.8,40.3,27.6,0.1,50.0,12.42,小毛毛雨
青海,2025-07-26,20.7,28.2,13.8,0.0,67.0,13.0,大部晴朗
黑龙江,2025-07-26,24.3,25.4,23.6,4.25,92.0,0.0,中雨
上海,2025-07-27,28.5,30.8,26.7,4.2,79.0,11.71,中毛毛雨
云南,2025-07-27,18.8,22.7,15.2,4.25,84.0,7.89,小雨
内蒙古,2025-07-27,23.3,28.2,18.1,0.0,81.0,12.0,多云
北京,2025-07-27,28.0,30.6,26.1,4.25,85.0,6.86,中雨
吉林,2025-07-27,24.4,26.8,22.9,4.25,92.0,0.08,小雨
四川,2025-07-27,27.8,32.8,23.5,0.3,85.0,12.03,小毛毛雨
天津,2025-07-27,30.1,35.2,26.7,0.7,72.0,10.75,小毛毛雨
宁夏,2025-07-27,25.9,31.5,20.1,0.0,72.0,11.57,多云
安徽,2025-07-27,30.7,34.9,27.1,1.3,67.0,11.69,中毛毛雨
山东,2025-07-27,29.9,34.8,25.1,0.0,68.0,12.66,大部晴朗
山西,2025-07-27,25.7,30.3,21.8,0.4,80.0,9.49,小毛毛雨
广东,2025-07-27,30.4,34.3,26.8,0.6,79.0,12.62,小毛毛雨
广西,2025-07-27,29.6,34.0,25.9,0.0,82.0,12.32,大部晴朗
新疆,2025-07-27,32.7,38.4,27.4,0.0,20.0,9.34,多云
江苏,2025-07-27,30.2,34.9,26.6,1.1,69.0,12.5,小毛毛雨
江西,2025-07-27,29.4,33.5,26.6,4.25,82.0,7.73,大雨
河北,2025-07-27,30.4,35.6,25.3,0.2,72.0,11.17,小毛毛雨
河南,2025-07-27,31.2,35.5,27.4,2.2,64.0,12.18,中毛毛雨
浙江,2025-07-27,27.8,32.1,25.1,4.25,86.0,8.47,中雨
海南,2025-07-27,27.7,30.3,25.5,1.9,88.0,12.65,小雨
湖北,2025-07-27,32.1,36.7,28.6,1.6,66.0,13.0,中毛毛雨
湖南,2025-07-27,28.7,32.2,27.0,4.25,86.0,7.31,大雨
甘肃,2025-07-27,25.9,33.4,19.7,0.0,63.0,11.96,多云
福建,2025-07-27,27.7,29.0,26.4,4.25,90.0,0.0,大雨
西藏,2025-07-27,16.4,21.7,13.3,4.25,73.0,7.97,小雨
贵州,2025-07-27,22.9,28.1,18.0,1.1,80.0,12.09,小毛毛雨
辽宁,2025-07-27,28.2,33.2,24.7,2.2,74.0,12.34,大毛毛雨
重庆,2025-07-27,30.2,35.7,25.5,0.4,74.0,12.09,小毛毛雨
陕西,2025-07-27,33.8,38.6,28.5,0.0,48.0,12.28,局部多云
青海,2025-07-27,21.2,28.5,14.6,0.1,70.0,12.08,小毛毛雨
黑龙江,2025-07-27,25.3,29.0,22.5,0.7,86.0,5.12,小毛毛雨
上海,2025-07-28,28.0,31.2,26.0,4.25,84.0,11.76,小雨
云南,2025-07-28,19.5,25.3,13.3,1.3,80.0,12.87,小毛毛雨
内蒙古,2025-07-28,23.1,29.3,19.0,4.25,83.0,9.68,中雨
北京,2025-07-28,27.1,31.2,23.6,4.25,86.0,6.91,大雨
吉林,2025-07-28,25.7,29.6,21.6,0.0,83.0,9.51,多云
四川,2025-07-28,29.1,34.2,24.1,0.1,80.0,11.7,小毛毛雨
天津,2025-07-28,28.3,32.0,24.1,4.25,83.0,9.55,中雨
宁夏,2025-07-28,27.5,33.2,22.4,0.0,65.0,12.08,大部晴朗
安徽,2025-07-28,29.7,34.4,26.9,3.4,73.0,11.13,大毛毛雨
山东,2025-07-28,30.1,34.4,26.2,0.4,69.0,12.41,小毛毛雨
山西,2025-07-28,26.0,30.0,22.3,0.8,77.0,10.02,小毛毛雨
广东,2025-07-28,28.8,32.2,26.9,4.25,88.0,6.54,中雨
广西,2025-07-28,29.8,33.7,26.3,1.8,83.0,12.19,中毛毛雨
新疆,2025-07-28,32.4,39.0,27.1,0.0,24.0,11.75,多云
江苏,2025-07-28,29.3,34.2,26.4,2.4,76.0,11.19,大毛毛雨
江西,2025-07-28,29.6,32.7,27.3,2.4,80.0,12.2,中毛毛雨
河北,2025-07-28,29.5,33.7,25.4,0.3,78.0,8.24,小毛毛雨
河南,2025-07-28,32.5,37.2,27.9,0.6,57.0,12.1,小毛毛雨
浙江,2025-07-28,27.6,31.2,24.5,4.25,87.0,10.64,中雨
海南,2025-07-28,28.5,31.6,26.6,4.25,85.0,12.05,中雨
湖北,2025-07-28,31.8,35.4,28.4,2.5,64.0,12.99,小雨
湖南,2025-07-28,29.2,32.7,26.8,3.3,84.0,12.08,小雨
甘肃,2025-07-28,25.3,33.6,19.8,1.9,68.0,10.96,小雨
福建,2025-07-28,28.1,32.4,26.2,4.25,86.0,9.75,大雨
西藏,2025-07-28,15.0,18.8,12.8,4.25,79.0,3.75,中雨
贵州,2025-07-28,23.7,29.2,18.8,1.7,78.0,12.63,中毛毛雨
辽宁,2025-07-28,26.0,29.3,24.1,4.25,88.0,3.25,大雨
重庆,2025-07-28,32.2,37.7,27.8,0.1,68.0,12.03,小毛毛雨
陕西,2025-07-28,34.0,40.3,27.5,0.0,45.0,12.53,局部多云
青海,2025-07-28,20.8,28.1,15.0,1.4,74.0,12.08,大毛毛雨
黑龙江,2025-07-28,25.7,30.4,21.1,0.0,74.0,14.05,多云
上海,2025-07-29,27.5,30.4,25.2,4.25,82.0,7.78,大雨
云南,2025-07-29,20.7,26.5,15.4,4.25,81.0,12.76,中雨
内蒙古,2025-07-29,22.1,26.4,15.8,0.3,71.0,11.02,小毛毛雨
北京,2025-07-29,26.1,29.9,23.2,4.25,87.0,7.49,大雨
吉林,2025-07-29,23.5,27.7,21.9,4.25,92.0,3.38,大雨
四川,2025-07-29,29.9,34.7,25.9,0.0,77.0,10.52,多云
天津,2025-07-29,26.2,28.6,24.2,4.25,87.0,5.58,中雨
宁夏,2025-07-29,26.9,33.2,21.5,0.0,56.0,12.21,大部晴朗
安徽,2025-07-29,29.8,34.0,26.0,2.1,72.0,12.16,中毛毛雨
山东,2025-07-29,28.7,33.3,25.2,4.25,75.0,11.5,大雨
山西,2025-07-29,26.6,31.8,21.8,1.7,64.0,12.03,中毛毛雨
广东,2025-07-29,28.8,32.5,26.3,4.25,86.0,9.7,中雨
广西,2025-07-29,29.1,33.0,25.6,4.25,85.0,6.57,小雨
新疆,2025-07-29,28.5,33.2,24.3,0.1,36.0,9.24,小毛毛雨
江苏,2025-07-29,30.1,35.3,25.8,0.0,68.0,12.94,局部多云
江西,2025-07-29,30.4,34.8,27.0,3.0,76.0,12.74,小雨
河北,2025-07-29,29.5,34.3,24.2,4.25,73.0,10.58,中雨
河南,2025-07-29,32.8,38.5,27.5,0.0,55.0,12.15,局部多云
浙江,2025-07-29,27.6,31.5,25.0,4.25,83.0,12.12,中雨
海南,2025-07-29,29.5,32.0,27.0,0.1,81.0,12.0,小毛毛雨
湖北,2025-07-29,32.5,37.3,28.5,0.8,63.0,12.5,中毛毛雨
湖南,2025-07-29,29.1,32.6,25.9,4.25,84.0,12.3,中雨
甘肃,2025-07-29,25.1,32.9,18.8,0.5,69.0,12.67,小毛毛雨
福建,2025-07-29,28.9,32.9,25.9,4.25,83.0,12.51,中雨
西藏,2025-07-29,15.3,20.6,11.6,4.25,77.0,11.94,中雨
贵州,2025-07-29,24.3,30.0,20.0,1.3,81.0,12.48,大毛毛雨
辽宁,2025-07-29,26.0,30.2,22.9,4.25,84.0,10.09,大雨
重庆,2025-07-29,33.5,39.2,28.6,0.1,62.0,12.04,小毛毛雨
陕西,2025-07-29,33.2,38.9,27.9,0.0,47.0,12.17,多云
青海,2025-07-29,21.0,27.9,14.6,0.0,68.0,13.0,多云
黑龙江,2025-07-29,23.6,28.2,21.4,4.25,87.0,2.48,中雨
上海,2025-07-30,26.1,27.4,25.5,4.25,92.0,0.05,大雨
云南,2025-07-30,19.6,25.1,15.2,4.25,87.0,10.91,大雨
内蒙古,2025-07-30,19.3,26.5,10.9,0.0,62.0,12.0,多云
北京,2025-07-30,27.0,31.0,22.4,0.0,64.0,12.7,多云
吉林,2025-07-30,23.3,26.7,20.8,0.4,77.0,10.98,小毛毛雨
四川,2025-07-30,29.4,34.0,25.4,1.1,79.0,12.17,中毛毛雨
天津,2025-07-30,26.7,30.9,23.3,0.3,81.0,12.6,小毛毛雨
宁夏,2025-07-30,27.1,35.0,19.0,4.1,51.0,11.28,中雨
安徽,2025-07-30,29.7,34.4,26.2,0.2,66.0,11.6,小毛毛雨
山东,2025-07-30,27.5,31.4,23.9,0.0,80.0,11.37,多云
山西,2025-07-30,26.9,33.7,21.6,0.3,56.0,12.88,小毛毛雨
广东,2025-07-30,28.2,33.0,26.0,4.25,89.0,7.52,大雨
广西,2025-07-30,30.0,34.5,27.3,3.7,84.0,12.18,小雨
新疆,2025-07-30,29.8,35.7,23.6,0.0,36.0,10.5,多云
江苏,2025-07-30,26.4,28.8,23.4,4.25,84.0,2.48,中雨
江西,2025-07-30,31.6,35.9,28.0,0.0,67.0,13.0,大部晴朗
河北,2025-07-30,29.2,33.3,25.0,0.6,68.0,11.88,小毛毛雨
河南,2025-07-30,32.1,36.9,27.2,0.0,56.0,12.81,晴天
浙江,2025-07-30,25.3,27.1,24.1,4.25,93.0,0.0,大雨
海南,2025-07-30,30.0,32.9,28.1,0.4,78.0,10.61,小毛毛雨
湖北,2025-07-30,32.8,37.7,28.9,1.0,61.0,13.0,小毛毛雨
湖南,2025-07-30,28.3,31.5,25.4,4.25,86.0,10.41,中雨
甘肃,2025-07-30,26.4,35.0,18.8,0.0,62.0,12.57,多云
福建,2025-07-30,30.3,35.8,26.2,0.0,81.0,12.29,多云
西藏,2025-07-30,16.6,22.9,11.5,3.5,68.0,13.46,大毛毛雨
贵州,2025-07-30,23.2,29.0,19.1,4.25,85.0,11.27,小雨
辽宁,2025-07-30,25.3,28.9,22.0,4.25,71.0,10.8,中雨
重庆,2025-07-30,32.6,38.1,28.3,1.3,65.0,9.04,中毛毛雨
陕西,2025-07-30,33.7,39.9,28.8,0.0,47.0,12.41,局部多云
青海,2025-07-30,22.7,31.2,14.9,0.0,57.0,13.0,多云
黑龙江,2025-07-30,23.4,27.0,20.0,0.1,71.0,11.59,小毛毛雨
上海,2025-07-31,27.4,30.3,25.5,4.25,86.0,6.21,中雨
云南,2025-07-31,19.1,23.9,16.4,4.25,87.0,6.14,小雨
内蒙古,2025-07-31,21.6,25.8,18.5,0.1,73.0,7.49,小毛毛雨
北京,2025-07-31,26.7,29.5,23.8,0.3,75.0,6.37,小毛毛雨
吉林,2025-07-31,24.2,28.8,19.2,0.0,68.0,11.53,多云
四川,2025-07-31,30.1,35.5,24.6,0.0,73.0,12.17,多云
天津,2025-07-31,26.5,30.5,22.3,0.0,78.0,8.58,多云
宁夏,2025-07-31,22.2,25.3,20.4,4.25,87.0,3.08,小雨
安徽,2025-07-31,26.8,29.4,25.1,4.25,83.0,1.84,中雨
山东,2025-07-31,27.7,31.9,24.1,0.2,82.0,10.31,小毛毛雨
山西,2025-07-31,25.8,29.0,22.0,0.1,68.0,4.15,小毛毛雨
广东,2025-07-31,27.8,32.3,24.6,4.25,88.0,7.12,中雨
广西,2025-07-31,28.6,33.2,26.1,4.25,88.0,7.04,大雨
新疆,2025-07-31,24.0,27.9,19.2,4.25,63.0,10.91,中雨
江苏,2025-07-31,25.2,26.4,23.9,4.25,95.0,0.0,中雨
江西,2025-07-31,31.8,37.3,26.1,0.2,61.0,12.44,小毛毛雨
河北,2025-07-31,28.6,33.0,25.1,0.2,67.0,5.37,小毛毛雨
河南,2025-07-31,31.7,36.8,26.6,0.0,54.0,12.61,大部晴朗
浙江,2025-07-31,27.0,30.5,24.0,4.25,82.0,8.36,小雨
海南,2025-07-31,29.3,32.3,27.2,4.25,82.0,8.67,大雨
湖北,2025-07-31,32.1,36.8,27.0,0.0,55.0,11.73,多云
湖南,2025-07-31,29.7,33.2,26.6,0.4,79.0,13.0,小毛毛雨
甘肃,2025-07-31,25.7,30.7,20.9,0.0,53.0,5.97,多云
福建,2025-07-31,30.3,34.3,27.8,2.3,83.0,12.37,小雨
西藏,2025-07-31,18.0,24.5,11.4,0.0,58.0,13.44,多云
贵州,2025-07-31,23.3,27.4,19.0,2.7,81.0,12.29,小雨
辽宁,2025-07-31,25.6,30.3,21.4,0.0,74.0,8.24,多云
重庆,2025-07-31,34.5,39.8,29.5,0.0,54.0,12.14,晴天
陕西,2025-07-31,34.8,41.0,28.8,0.0,38.0,12.13,多云
青海,2025-07-31,21.9,27.0,17.8,0.1,55.0,12.16,小毛毛雨
黑龙江,2025-07-31,24.2,29.5,19.5,0.0,65.0,12.95,多云
上海,2025-08-01,29.0,32.0,26.5,3.0,87.0,12.19,大毛毛雨
云南,2025-08-01,19.3,24.5,15.1,4.25,85.0,12.51,中雨
内蒙古,2025-08-01,23.1,29.0,17.5,2.8,79.0,12.75,小雨
北京,2025-08-01,27.8,32.7,23.4,0.0,74.0,12.25,多云
吉林,2025-08-01,25.3,29.5,21.6,0.1,71.0,12.1,小毛毛雨
四川,2025-08-01,31.7,36.3,26.6,0.0,62.0,11.81,多云
天津,2025-08-01,27.8,32.2,23.6,0.0,75.0,12.42,多云
宁夏,2025-08-01,23.9,29.0,19.6,0.6,82.0,10.0,小毛毛雨
安徽,2025-08-01,26.7,28.9,25.3,4.25,91.0,1.21,中雨
山东,2025-08-01,28.5,32.6,24.8,0.8,81.0,11.24,小毛毛雨
山西,2025-08-01,26.0,33.1,21.6,4.25,71.0,9.96,中雨
广东,2025-08-01,28.1,32.3,24.8,4.25,85.0,8.22,中雨
广西,2025-08-01,26.8,29.3,25.2,4.25,91.0,4.42,中雨
新疆,2025-08-01,25.3,29.3,22.3,0.0,53.0,12.02,多云
江苏,2025-08-01,26.6,30.2,25.0,4.25,89.0,5.02,中雨
江西,2025-08-01,33.5,38.5,28.7,0.8,56.0,12.94,小毛毛雨
河北,2025-08-01,30.5,36.0,25.1,0.1,63.0,11.22,小毛毛雨
河南,2025-08-01,31.5,36.5,27.0,0.1,56.0,12.23,小毛毛雨
浙江,2025-08-01,28.6,34.5,24.2,4.25,83.0,11.06,中雨
海南,2025-08-01,28.6,32.1,27.0,4.25,86.0,7.16,中雨
湖北,2025-08-01,31.8,35.8,29.1,4.25,60.0,10.32,大毛毛雨
湖南,2025-08-01,30.5,34.7,26.0,0.1,73.0,13.0,小毛毛雨
甘肃,2025-08-01,24.6,31.5,19.6,4.25,72.0,10.64,中雨
福建,2025-08-01,29.1,32.8,27.6,4.25,86.0,8.45,大雨
西藏,2025-08-01,18.7,25.4,11.9,0.4,56.0,13.41,小毛毛雨
贵州,2025-08-01,23.2,28.0,19.1,1.0,76.0,12.0,中毛毛雨
辽宁,2025-08-01,27.0,31.0,23.0,0.3,74.0,13.27,小毛毛雨
重庆,2025-08-01,35.2,40.8,29.5,0.1,45.0,12.07,小毛毛雨
陕西,2025-08-01,34.2,40.0,28.4,0.0,39.0,12.29,多云
青海,2025-08-01,21.7,28.3,16.8,2.3,68.0,10.93,大毛毛雨
黑龙江,2025-08-01,24.6,28.6,20.8,2.6,77.0,12.92,小雨
上海,2025-08-02,28.8,31.5,26.6,4.25,89.0,4.25,大雨
云南,2025-08-02,19.8,25.8,14.4,4.25,81.0,12.83,小雨
内蒙古,2025-08-02,22.4,27.2,18.5,0.9,84.0,10.78,小毛毛雨
北京,2025-08-02,28.3,32.0,24.4,0.4,76.0,9.08,小毛毛雨
吉林,2025-08-02,25.7,29.8,21.0,0.1,75.0,12.16,小毛毛雨
四川,2025-08-02,33.2,39.3,26.7,0.0,56.0,12.26,局部多云
天津,2025-08-02,28.5,33.0,24.4,0.4,81.0,10.77,小毛毛雨
宁夏,2025-08-02,26.3,31.8,21.0,1.6,75.0,12.02,中毛毛雨
安徽,2025-08-02,28.2,31.5,25.6,1.9,85.0,9.42,中毛毛雨
山东,2025-08-02,29.6,33.8,25.9,0.0,75.0,12.22,多云
山西,2025-08-02,26.0,31.8,21.3,0.1,75.0,11.95,小毛毛雨
广东,2025-08-02,27.5,30.5,26.3,4.25,92.0,1.55,中雨
广西,2025-08-02,28.2,32.5,24.8,4.0,86.0,8.85,中毛毛雨
新疆,2025-08-02,26.2,32.0,20.2,0.0,45.0,9.21,多云
江苏,2025-08-02,27.0,30.6,24.0,4.25,88.0,7.3,大雨
江西,2025-08-02,32.4,38.2,28.8,4.25,67.0,11.13,中雨
河北,2025-08-02,32.0,37.0,26.7,0.1,59.0,11.41,小毛毛雨
河南,2025-08-02,31.9,37.0,26.6,0.4,60.0,12.06,小毛毛雨
浙江,2025-08-02,28.8,34.2,26.2,4.25,88.0,6.12,中雨
海南,2025-08-02,29.8,32.7,27.0,1.2,79.0,9.29,中毛毛雨
湖北,2025-08-02,31.9,35.8,28.0,1.2,69.0,13.0,中毛毛雨
湖南,2025-08-02,32.3,36.9,27.4,0.3,65.0,12.61,小毛毛雨
甘肃,2025-08-02,25.8,32.8,20.4,0.2,73.0,10.89,小毛毛雨
福建,2025-08-02,28.5,32.5,26.9,4.25,88.0,9.16,大雨
西藏,2025-08-02,18.3,25.8,13.7,2.6,59.0,11.8,大毛毛雨
贵州,2025-08-02,24.0,30.0,18.3,0.0,69.0,12.59,大部晴朗
辽宁,2025-08-02,27.6,31.7,23.5,0.3,75.0,11.0,小毛毛雨
重庆,2025-08-02,36.0,41.8,30.1,0.0,42.0,12.08,局部多云
陕西,2025-08-02,34.8,41.3,28.1,0.0,37.0,12.47,晴天
青海,2025-08-02,22.4,28.4,17.5,0.6,71.0,11.42,小毛毛雨
黑龙江,2025-08-02,24.8,29.5,20.6,4.25,77.0,8.97,大雨
上海,2025-08-03,28.8,32.3,26.1,4.25,85.0,11.95,中雨
云南,2025-08-03,21.0,26.9,15.6,0.8,80.0,12.24,小毛毛雨
内蒙古,2025-08-03,24.1,30.2,18.5,0.0,75.0,11.48,多云
北京,2025-08-03,28.5,32.5,23.9,4.25,79.0,10.59,中雨
吉林,2025-08-03,23.3,25.8,20.6,2.4,79.0,6.02,大毛毛雨
四川,2025-08-03,34.4,40.0,28.5,0.0,48.0,11.92,多云
天津,2025-08-03,28.1,31.1,24.2,4.25,86.0,10.94,大雨
宁夏,2025-08-03,26.3,31.6,21.5,4.25,78.0,7.32,小雨
安徽,2025-08-03,30.0,33.7,26.3,0.1,79.0,12.91,小毛毛雨
山东,2025-08-03,30.3,35.0,25.9,0.1,72.0,12.34,小毛毛雨
山西,2025-08-03,27.7,34.0,21.9,0.5,68.0,12.2,小毛毛雨
广东,2025-08-03,26.7,29.4,25.0,4.25,94.0,0.62,大雨
广西,2025-08-03,29.3,33.9,26.1,4.25,86.0,10.33,大雨
新疆,2025-08-03,25.0,29.8,19.2,1.4,49.0,11.33,中毛毛雨
江苏,2025-08-03,29.0,33.0,25.5,0.2,80.0,12.8,小毛毛雨
江西,2025-08-03,32.9,38.4,28.8,0.8,65.0,12.0,中毛毛雨
河北,2025-08-03,31.9,36.7,27.4,1.8,67.0,11.5,中毛毛雨
河南,2025-08-03,35.3,40.9,30.1,0.0,48.0,12.34,多云
浙江,2025-08-03,29.8,35.0,26.8,4.25,82.0,12.15,中雨
海南,2025-08-03,30.6,34.0,27.4,1.5,75.0,11.49,小雨
湖北,2025-08-03,33.6,39.5,27.1,4.25,61.0,12.9,中雨
湖南,2025-08-03,33.3,37.8,28.6,1.3,61.0,12.88,中毛毛雨
甘肃,2025-08-03,26.6,34.4,21.4,0.8,66.0,7.14,小毛毛雨
福建,2025-08-03,29.0,32.5,26.6,4.25,85.0,10.01,中雨
西藏,2025-08-03,16.8,23.0,13.1,4.25,71.0,10.34,小雨
贵州,2025-08-03,24.7,30.5,19.2,0.2,72.0,12.37,小毛毛雨
辽宁,2025-08-03,25.1,28.0,22.1,4.25,86.0,3.31,小雨
重庆,2025-08-03,36.3,42.2,29.5,0.0,39.0,12.09,多云
陕西,2025-08-03,35.8,41.8,29.6,0.0,39.0,12.48,多云
青海,2025-08-03,20.7,27.4,18.3,4.25,82.0,3.31,中雨
黑龙江,2025-08-03,22.7,26.2,20.0,1.9,79.0,8.44,大毛毛雨
上海,2025-08-04,29.6,33.1,26.4,0.5,83.0,12.38,小毛毛雨
云南,2025-08-04,20.8,26.8,16.0,2.2,81.0,10.94,小雨
内蒙古,2025-08-04,23.6,27.5,20.5,1.1,79.0,9.01,中毛毛雨
北京,2025-08-04,27.3,30.2,25.2,4.25,85.0,6.43,小雨
吉林,2025-08-04,23.7,28.2,18.5,0.0,70.0,13.31,多云
四川,2025-08-04,34.1,38.7,28.6,3.7,49.0,10.55,中雨
天津,2025-08-04,27.3,29.7,25.5,1.1,84.0,7.29,小毛毛雨
宁夏,2025-08-04,23.7,25.9,21.8,4.2,87.0,8.79,大毛毛雨
安徽,2025-08-04,30.8,33.8,27.2,0.6,77.0,12.95,小毛毛雨
山东,2025-08-04,29.3,32.5,27.2,2.9,81.0,6.53,小雨
山西,2025-08-04,25.8,29.0,23.4,4.25,82.0,4.49,大雨
广东,2025-08-04,26.0,27.5,25.1,4.25,98.0,0.01,中雨
广西,2025-08-04,28.6,33.0,26.6,4.25,92.0,4.49,大雨
新疆,2025-08-04,23.8,28.1,19.4,0.1,46.0,12.22,小毛毛雨
江苏,2025-08-04,30.3,34.3,26.3,0.0,76.0,12.73,多云
江西,2025-08-04,33.6,39.1,28.9,0.1,59.0,13.0,小毛毛雨
河北,2025-08-04,27.3,29.9,25.8,4.25,90.0,2.09,中雨
河南,2025-08-04,34.6,39.8,31.2,0.7,54.0,10.3,中毛毛雨
浙江,2025-08-04,29.5,33.8,26.5,3.5,86.0,11.69,中雨
海南,2025-08-04,31.3,34.6,28.4,1.0,71.0,10.02,中毛毛雨
湖北,2025-08-04,34.7,39.9,30.5,0.3,60.0,13.0,小毛毛雨
湖南,2025-08-04,33.8,39.3,29.0,0.2,60.0,12.84,小毛毛雨
甘肃,2025-08-04,20.7,22.9,19.0,4.25,78.0,0.0,中雨
福建,2025-08-04,28.5,31.7,26.6,2.4,83.0,11.61,小雨
西藏,2025-08-04,17.5,24.1,12.4,2.6,66.0,12.7,中毛毛雨
贵州,2025-08-04,25.1,30.6,21.1,4.25,80.0,10.89,中雨
辽宁,2025-08-04,24.8,28.6,20.2,0.0,72.0,13.13,多云
重庆,2025-08-04,37.3,43.2,30.7,0.0,39.0,12.0,多云
陕西,2025-08-04,34.8,40.7,29.8,1.2,48.0,8.65,中毛毛雨
青海,2025-08-04,17.4,19.2,14.9,4.25,88.0,0.87,中雨
黑龙江,2025-08-04,24.2,29.1,18.1,0.0,66.0,13.55,多云
上海,2025-08-05,29.9,32.6,27.2,0.3,82.0,12.23,小毛毛雨
云南,2025-08-05,20.7,26.2,16.4,4.25,83.0,11.76,小雨
内蒙古,2025-08-05,23.8,28.5,19.9,0.0,79.0,10.86,多云
北京,2025-08-05,27.8,30.3,24.7,4.25,86.0,7.32,中雨
吉林,2025-08-05,22.5,24.5,19.9,3.2,79.0,1.79,中雨
四川,2025-08-05,32.6,39.3,26.6,1.9,62.0,11.05,中毛毛雨
天津,2025-08-05,27.4,30.3,25.6,4.25,88.0,7.43,中雨
宁夏,2025-08-05,24.2,28.6,21.0,0.0,79.0,6.3,多云
安徽,2025-08-05,30.8,33.8,27.5,0.4,81.0,12.75,小毛毛雨
山东,2025-08-05,30.6,35.2,27.8,1.2,76.0,6.94,中毛毛雨
山西,2025-08-05,26.9,31.6,22.8,4.25,77.0,10.73,中雨
广东,2025-08-05,25.9,28.5,24.5,4.25,96.0,0.12,中雨
广西,2025-08-05,27.5,30.5,26.0,4.25,92.0,0.45,大雨
新疆,2025-08-05,21.9,26.1,17.7,1.3,57.0,9.41,中毛毛雨
江苏,2025-08-05,30.0,33.3,27.1,1.4,83.0,12.34,中毛毛雨
江西,2025-08-05,33.2,38.7,29.1,0.8,62.0,12.85,小毛毛雨
河北,2025-08-05,29.3,33.9,25.4,4.25,84.0,9.05,小雨
河南,2025-08-05,31.9,35.2,28.6,4.25,72.0,7.06,中雨
浙江,2025-08-05,29.9,34.3,26.9,1.5,83.0,11.98,中毛毛雨
海南,2025-08-05,30.4,33.7,28.5,2.9,75.0,10.7,中雨
湖北,2025-08-05,34.8,40.0,30.0,0.1,60.0,13.0,小毛毛雨
湖南,2025-08-05,31.8,37.3,28.9,3.9,71.0,12.74,小雨
甘肃,2025-08-05,22.0,26.7,19.0,0.1,72.0,5.26,小毛毛雨
福建,2025-08-05,27.8,30.2,26.3,3.8,85.0,9.36,中雨
西藏,2025-08-05,17.9,24.6,9.5,1.7,55.0,13.13,中毛毛雨
贵州,2025-08-05,23.9,30.5,20.8,4.25,85.0,9.18,中雨
辽宁,2025-08-05,24.0,26.8,22.4,0.8,79.0,4.45,中毛毛雨
重庆,2025-08-05,35.5,40.1,30.1,0.2,54.0,9.02,小毛毛雨
陕西,2025-08-05,29.8,34.1,26.9,4.25,73.0,6.27,中雨
青海,2025-08-05,17.0,21.5,14.2,2.1,83.0,7.14,中毛毛雨
黑龙江,2025-08-05,23.5,28.9,20.6,3.6,77.0,12.18,中毛毛雨
上海,2025-08-06,30.6,33.8,28.4,3.3,78.0,11.04,小雨
云南,2025-08-06,19.7,24.9,16.6,4.25,87.0,9.57,大雨
内蒙古,2025-08-06,24.6,32.3,18.6,0.0,64.0,12.75,多云
北京,2025-08-06,29.7,34.8,25.5,0.0,82.0,11.51,多云
吉林,2025-08-06,21.6,25.4,18.9,4.25,84.0,11.22,小雨
四川,2025-08-06,28.6,33.8,26.9,4.25,81.0,3.44,中雨
